saleID,saleDate,productID,productName,productCategory,productColor,productSize,quantity,unitPrice,costPrice,totalAmount,totalCost,customerID,customerName,location,locationLatitude,locationLongitude,salespersonID,salespersonName,status,salesChannel
S02683,14-10-2023 15:18,P1182,Kid's_182,Kid's Wear,Maroon,XL,2,288.39,210.57,576.78,421.14,C22682,Priya_2682,Chennai,13.0827,80.2707,SP123,Salesperson_23,Paid,online
S02684,13-03-2024 15:52,P1183,Sarees_183,Sarees,Black,L,4,2244.8,1909.73,8979.2,7638.92,C22683,Ganesh_2683,Erode,11.34,77.7172,SP127,Salesperson_27,Shipped,in-store
S02685,31-01-2024 14:30,P1184,Men's_184,Men's Shirts,Maroon,XXL,4,2359.38,1845.51,9437.52,7382.04,C22684,Diya_2684,Coimbatore,11.0168,76.9558,SP147,Salesperson_47,Pending,online
S02686,13-04-2023 16:51,P1185,Kurta_185,Kurta,Red,XS,1,1146.04,894.89,1146.04,894.89,C22685,Meena_2685,Chennai,13.0827,80.2707,SP133,Salesperson_33,Pending,online
S02687,11-10-2024 15:12,P1186,Sarees_186,Sarees,Pink,L,3,297.4,228.3,892.2,684.9,C22686,Ganesh_2686,Coimbatore,11.0168,76.9558,SP148,Salesperson_48,Paid,in-store
S02688,20-12-2023 12:41,P1187,Kurta_187,Kurta,Green,XXL,4,964.38,710.34,3857.52,2841.36,C22687,Ravi_2687,Coimbatore,11.0168,76.9558,SP120,Salesperson_20,Pending,in-store
S02689,13-12-2023 16:32,P1188,Women's_188,Women's Dresses,Green,S,4,1241.27,1040.19,4965.08,4160.76,C22688,Vishal_2688,Tirunelveli,8.7139,77.7567,SP122,Salesperson_22,Paid,online
S02690,14-05-2024 18:51,P1189,Kurta_189,Kurta,Maroon,XL,1,1299.54,993.75,1299.54,993.75,C22689,Kavin_2689,Erode,11.34,77.7172,SP136,Salesperson_36,Paid,online
S02691,09-05-2023 16:59,P1190,Sportswear_190,Sportswear,Grey,L,3,608.94,374.72,1826.82,1124.16,C22690,Sanjay_2690,Madurai,9.9252,78.1198,SP139,Salesperson_39,Pending,mobile_app
S02692,19-03-2024 13:29,P1191,T-Shirts_191,T-Shirts,White,XXL,2,655.34,574.23,1310.68,1148.46,C22691,Aarav_2691,Coimbatore,11.0168,76.9558,SP115,Salesperson_15,Returned,online
S02693,15-10-2023 18:32,P1192,Men's_192,Men's Shirts,Maroon,L,1,1500.43,1127.11,1500.43,1127.11,C22692,Sanjay_2692,Tiruchirappalli,10.7905,78.7047,SP121,Salesperson_21,Returned,in-store
S02694,13-05-2023 10:10,P1193,Jeans_193,Jeans,Grey,XXL,1,810.25,501.3,810.25,501.3,C22693,Ganesh_2693,Madurai,9.9252,78.1198,SP126,Salesperson_26,Paid,in-store
S02695,21-01-2023 18:49,P1194,Jeans_194,Jeans,Black,XXL,1,643.33,518.86,643.33,518.86,C22694,Karthik_2694,Coimbatore,11.0168,76.9558,SP103,Salesperson_3,Paid,in-store
S02696,27-06-2023 19:05,P1195,Sarees_195,Sarees,Grey,XXL,1,438.27,334.35,438.27,334.35,C22695,Devi_2695,Chennai,13.0827,80.2707,SP138,Salesperson_38,Paid,online
S02697,24-07-2023 13:38,P1196,Sarees_196,Sarees,Blue,M,1,1042.5,827.36,1042.5,827.36,C22696,Vishal_2696,Madurai,9.9252,78.1198,SP101,Salesperson_1,Shipped,in-store
S02698,07-09-2024 10:55,P1197,T-Shirts_197,T-Shirts,Green,L,4,2277.82,1524.63,9111.28,6098.52,C22697,Sanjay_2697,Erode,11.34,77.7172,SP149,Salesperson_49,Cancelled,in-store
S02699,25-02-2023 10:52,P1198,Kurta_198,Kurta,White,XL,1,1429.72,866.49,1429.72,866.49,C22698,Lakshmi_2698,Vellore,12.9165,79.1325,SP105,Salesperson_5,Cancelled,in-store
S02700,14-04-2023 17:43,P1199,T-Shirts_199,T-Shirts,Green,XL,2,351.54,260.33,703.08,520.66,C22699,Sanjay_2699,Tirunelveli,8.7139,77.7567,SP137,Salesperson_37,Shipped,in-store
S02701,06-03-2024 19:27,P1200,Jeans_200,Jeans,Green,M,2,1984.48,1240.69,3968.96,2481.38,C22700,Sathish_2700,Coimbatore,11.0168,76.9558,SP118,Salesperson_18,Paid,in-store
S02702,01-08-2024 15:44,P1201,T-Shirts_201,T-Shirts,Black,S,1,1237.69,1064.03,1237.69,1064.03,C22701,Ganesh_2701,Tiruchirappalli,10.7905,78.7047,SP106,Salesperson_6,Pending,online
S02703,09-04-2023 10:06,P1202,Jeans_202,Jeans,White,S,4,411.79,276.69,1647.16,1106.76,C22702,Sanjay_2702,Erode,11.34,77.7172,SP125,Salesperson_25,Cancelled,in-store
S02704,07-03-2023 18:01,P1203,Men's_203,Men's Shirts,Pink,XL,1,1321.18,937.46,1321.18,937.46,C22703,Devi_2703,Chennai,13.0827,80.2707,SP135,Salesperson_35,Shipped,in-store
S02705,02-09-2023 16:04,P1204,Kid's_204,Kid's Wear,Pink,XXL,2,264.41,232.56,528.82,465.12,C22704,Diya_2704,Vellore,12.9165,79.1325,SP148,Salesperson_48,Shipped,mobile_app
S02706,06-12-2023 10:20,P1205,Men's_205,Men's Shirts,Grey,S,1,1103.77,884.1,1103.77,884.1,C22705,Devi_2705,Tiruchirappalli,10.7905,78.7047,SP119,Salesperson_19,Cancelled,in-store
S02707,02-11-2023 14:07,P1206,Jeans_206,Jeans,Maroon,XL,2,686.43,526.09,1372.86,1052.18,C22706,Meena_2706,Tirunelveli,8.7139,77.7567,SP142,Salesperson_42,Cancelled,online
S02708,23-03-2023 15:34,P1207,Sarees_207,Sarees,Black,XL,1,719.75,569.93,719.75,569.93,C22707,Kavin_2707,Chennai,13.0827,80.2707,SP118,Salesperson_18,Paid,in-store
S02709,25-10-2023 14:35,P1208,Sarees_208,Sarees,Pink,XXL,4,2352.51,2085.97,9410.04,8343.88,C22708,Diya_2708,Madurai,9.9252,78.1198,SP144,Salesperson_44,Cancelled,in-store
S02710,10-07-2024 20:05,P1209,Kurta_209,Kurta,Yellow,XS,4,332.67,218.21,1330.68,872.84,C22709,Anu_2709,Madurai,9.9252,78.1198,SP125,Salesperson_25,Cancelled,online
S02711,31-12-2023 20:52,P1210,Sarees_210,Sarees,Maroon,XXL,1,494.44,367.07,494.44,367.07,C22710,Kavin_2710,Erode,11.34,77.7172,SP142,Salesperson_42,Returned,in-store
S02712,29-12-2023 15:04,P1211,Women's_211,Women's Dresses,Maroon,L,1,2277.68,1372.41,2277.68,1372.41,C22711,Sathish_2711,Erode,11.34,77.7172,SP122,Salesperson_22,Shipped,in-store
S02713,21-05-2023 19:40,P1212,Women's_212,Women's Dresses,Black,XS,1,452.23,314.6,452.23,314.6,C22712,Anu_2712,Vellore,12.9165,79.1325,SP127,Salesperson_27,Paid,in-store
S02714,25-04-2023 14:06,P1213,Kid's_213,Kid's Wear,Black,XL,1,1601.9,1053.07,1601.9,1053.07,C22713,Karthik_2713,Tirunelveli,8.7139,77.7567,SP148,Salesperson_48,Paid,in-store
S02715,27-06-2023 17:28,P1214,T-Shirts_214,T-Shirts,Black,M,4,1837.12,1511.42,7348.48,6045.68,C22714,Priya_2714,Madurai,9.9252,78.1198,SP115,Salesperson_15,Cancelled,online
S02716,20-11-2023 20:57,P1215,T-Shirts_215,T-Shirts,Maroon,M,1,1972.68,1248.9,1972.68,1248.9,C22715,Lakshmi_2715,Chennai,13.0827,80.2707,SP101,Salesperson_1,Pending,in-store
S02717,18-01-2023 13:16,P1216,Sportswear_216,Sportswear,Black,XS,1,2016.96,1279.44,2016.96,1279.44,C22716,Aarav_2716,Erode,11.34,77.7172,SP138,Salesperson_38,Shipped,in-store
S02718,19-03-2023 21:04,P1217,Kurta_217,Kurta,Blue,XS,1,1833.33,1518.92,1833.33,1518.92,C22717,Diya_2717,Erode,11.34,77.7172,SP132,Salesperson_32,Pending,in-store
S02719,01-09-2024 11:42,P1218,Women's_218,Women's Dresses,Blue,XXL,4,1688.69,1202.42,6754.76,4809.68,C22718,Meena_2718,Tirunelveli,8.7139,77.7567,SP101,Salesperson_1,Paid,online
S02720,27-04-2024 15:25,P1219,Women's_219,Women's Dresses,Pink,XL,1,1581.09,1070.83,1581.09,1070.83,C22719,Aarav_2719,Salem,11.6643,78.146,SP105,Salesperson_5,Returned,online
S02721,05-08-2023 15:31,P1220,Women's_220,Women's Dresses,Yellow,XS,2,959.61,611.96,1919.22,1223.92,C22720,Ravi_2720,Erode,11.34,77.7172,SP149,Salesperson_49,Pending,in-store
S02722,05-11-2023 19:22,P1221,Jeans_221,Jeans,Grey,XXL,1,1538.47,1285.91,1538.47,1285.91,C22721,Priya_2721,Madurai,9.9252,78.1198,SP103,Salesperson_3,Returned,in-store
S02723,21-04-2023 11:44,P1222,Jeans_222,Jeans,White,M,4,2051.47,1801.01,8205.88,7204.04,C22722,Aarav_2722,Vellore,12.9165,79.1325,SP128,Salesperson_28,Shipped,in-store
S02724,25-02-2023 13:46,P1223,T-Shirts_223,T-Shirts,Pink,S,4,382.03,242.7,1528.12,970.8,C22723,Aarav_2723,Vellore,12.9165,79.1325,SP108,Salesperson_8,Shipped,online
S02725,25-04-2023 19:30,P1224,Kurta_224,Kurta,Green,XL,1,683.65,428.19,683.65,428.19,C22724,Kavin_2724,Tirunelveli,8.7139,77.7567,SP101,Salesperson_1,Cancelled,in-store
S02726,12-04-2023 19:43,P1225,Women's_225,Women's Dresses,Grey,XXL,1,2452.05,1525.26,2452.05,1525.26,C22725,Lakshmi_2725,Vellore,12.9165,79.1325,SP124,Salesperson_24,Paid,online
S02727,04-07-2023 12:14,P1226,Kid's_226,Kid's Wear,Blue,M,1,2250.64,1730.47,2250.64,1730.47,C22726,Aarav_2726,Erode,11.34,77.7172,SP133,Salesperson_33,Cancelled,in-store
S02728,17-08-2023 17:05,P1227,T-Shirts_227,T-Shirts,Blue,S,3,1400.2,1022.46,4200.6,3067.38,C22727,Meena_2727,Tiruchirappalli,10.7905,78.7047,SP129,Salesperson_29,Pending,online
S02729,05-05-2023 15:24,P1228,Women's_228,Women's Dresses,Green,M,1,2488.72,1625.95,2488.72,1625.95,C22728,Karthik_2728,Madurai,9.9252,78.1198,SP112,Salesperson_12,Returned,in-store
S02730,22-12-2023 11:56,P1229,Kurta_229,Kurta,Blue,L,2,2172.94,1341.67,4345.88,2683.34,C22729,Anu_2729,Coimbatore,11.0168,76.9558,SP129,Salesperson_29,Paid,in-store
S02731,09-12-2023 16:51,P1230,Jeans_230,Jeans,Green,XXL,4,642.69,436.57,2570.76,1746.28,C22730,Diya_2730,Coimbatore,11.0168,76.9558,SP138,Salesperson_38,Pending,in-store
S02732,26-06-2024 17:24,P1231,Men's_231,Men's Shirts,Pink,XS,1,2406.15,1447.98,2406.15,1447.98,C22731,Meena_2731,Erode,11.34,77.7172,SP115,Salesperson_15,Cancelled,in-store
S02733,01-02-2023 11:20,P1232,Sarees_232,Sarees,Green,L,2,1454.2,1057.08,2908.4,2114.16,C22732,Ravi_2732,Tirunelveli,8.7139,77.7567,SP124,Salesperson_24,Paid,in-store
S02734,08-12-2023 16:23,P1233,Jeans_233,Jeans,Black,L,2,2445.97,2173.3,4891.94,4346.6,C22733,Diya_2733,Salem,11.6643,78.146,SP119,Salesperson_19,Returned,mobile_app
S02735,28-09-2024 19:59,P1234,Men's_234,Men's Shirts,Green,XL,2,2486.19,1897.12,4972.38,3794.24,C22734,Karthik_2734,Chennai,13.0827,80.2707,SP109,Salesperson_9,Shipped,mobile_app
S02736,04-11-2023 21:09,P1235,T-Shirts_235,T-Shirts,Maroon,XS,4,351.32,296.13,1405.28,1184.52,C22735,Bhuvana_2735,Coimbatore,11.0168,76.9558,SP127,Salesperson_27,Returned,in-store
S02737,11-09-2024 14:09,P1236,T-Shirts_236,T-Shirts,Red,S,1,1389.13,915.44,1389.13,915.44,C22736,Ravi_2736,Tiruchirappalli,10.7905,78.7047,SP143,Salesperson_43,Returned,in-store
S02738,07-05-2024 17:55,P1237,Women's_237,Women's Dresses,Pink,L,1,1034.12,910.78,1034.12,910.78,C22737,Anu_2737,Coimbatore,11.0168,76.9558,SP109,Salesperson_9,Shipped,in-store
S02739,03-01-2024 11:29,P1238,Sportswear_238,Sportswear,Maroon,S,2,1519.8,1124.35,3039.6,2248.7,C22738,Ganesh_2738,Madurai,9.9252,78.1198,SP104,Salesperson_4,Paid,online
S02740,18-02-2024 13:10,P1239,Kid's_239,Kid's Wear,Blue,L,3,1898.22,1591.75,5694.66,4775.25,C22739,Ganesh_2739,Madurai,9.9252,78.1198,SP106,Salesperson_6,Pending,mobile_app
S02741,24-09-2023 14:57,P1240,T-Shirts_240,T-Shirts,Maroon,L,1,1930.32,1375.46,1930.32,1375.46,C22740,Kavin_2740,Tirunelveli,8.7139,77.7567,SP147,Salesperson_47,Shipped,online
S02742,12-11-2023 14:39,P1241,Sportswear_241,Sportswear,Black,L,4,608.19,418.77,2432.76,1675.08,C22741,Bhuvana_2741,Tiruchirappalli,10.7905,78.7047,SP134,Salesperson_34,Pending,online
S02743,04-02-2024 14:23,P1242,Women's_242,Women's Dresses,Maroon,S,1,1433.79,1179.48,1433.79,1179.48,C22742,Anu_2742,Tirunelveli,8.7139,77.7567,SP126,Salesperson_26,Paid,in-store
S02744,28-03-2024 20:42,P1243,Sarees_243,Sarees,Black,XL,1,992.04,788.14,992.04,788.14,C22743,Sanjay_2743,Vellore,12.9165,79.1325,SP147,Salesperson_47,Paid,in-store
S02745,13-09-2023 20:50,P1244,Sportswear_244,Sportswear,Maroon,XXL,4,2006.88,1746.21,8027.52,6984.84,C22744,Lakshmi_2744,Erode,11.34,77.7172,SP125,Salesperson_25,Paid,in-store
S02746,23-05-2023 17:23,P1245,Sportswear_245,Sportswear,Grey,XXL,1,932.39,736.43,932.39,736.43,C22745,Aarav_2745,Erode,11.34,77.7172,SP131,Salesperson_31,Pending,online
S02747,01-10-2024 20:09,P1246,Kurta_246,Kurta,Maroon,S,2,1588.28,1396.68,3176.56,2793.36,C22746,Bhuvana_2746,Chennai,13.0827,80.2707,SP123,Salesperson_23,Paid,online
S02748,06-07-2024 10:59,P1247,Kurta_247,Kurta,Maroon,S,1,573.25,346.09,573.25,346.09,C22747,Diya_2747,Madurai,9.9252,78.1198,SP111,Salesperson_11,Pending,online
S02749,22-04-2023 20:01,P1248,Sarees_248,Sarees,Yellow,XXL,1,1076.18,777.28,1076.18,777.28,C22748,Kavin_2748,Coimbatore,11.0168,76.9558,SP125,Salesperson_25,Returned,mobile_app
S02750,12-11-2023 18:22,P1249,Men's_249,Men's Shirts,Yellow,XL,2,2252.78,1505.1,4505.56,3010.2,C22749,Ravi_2749,Coimbatore,11.0168,76.9558,SP143,Salesperson_43,Returned,mobile_app
S02751,26-12-2023 17:10,P1250,Kurta_250,Kurta,Green,XXL,1,837.08,586.55,837.08,586.55,C22750,Diya_2750,Madurai,9.9252,78.1198,SP104,Salesperson_4,Cancelled,in-store
S02752,20-02-2024 12:54,P1251,Kid's_251,Kid's Wear,Yellow,XL,3,1407.9,1197.31,4223.7,3591.93,C22751,Priya_2751,Vellore,12.9165,79.1325,SP148,Salesperson_48,Cancelled,in-store
S02753,22-01-2023 13:28,P1252,Men's_252,Men's Shirts,Maroon,XL,2,977.88,685.61,1955.76,1371.22,C22752,Anu_2752,Salem,11.6643,78.146,SP115,Salesperson_15,Shipped,in-store
S02754,21-01-2023 11:08,P1253,T-Shirts_253,T-Shirts,Maroon,XS,2,2117.76,1521.64,4235.52,3043.28,C22753,Kavin_2753,Madurai,9.9252,78.1198,SP102,Salesperson_2,Returned,in-store
S02755,02-01-2024 12:37,P1254,Men's_254,Men's Shirts,Black,XXL,1,381.15,305.26,381.15,305.26,C22754,Bhuvana_2754,Erode,11.34,77.7172,SP146,Salesperson_46,Cancelled,online
S02756,31-03-2023 18:58,P1255,T-Shirts_255,T-Shirts,Maroon,M,3,1574.68,1382.73,4724.04,4148.19,C22755,Lakshmi_2755,Madurai,9.9252,78.1198,SP119,Salesperson_19,Cancelled,in-store
S02757,16-09-2023 13:53,P1256,Sarees_256,Sarees,Maroon,XL,2,513.69,320.91,1027.38,641.82,C22756,Lakshmi_2756,Coimbatore,11.0168,76.9558,SP141,Salesperson_41,Paid,mobile_app
S02758,02-07-2024 10:51,P1257,T-Shirts_257,T-Shirts,Yellow,L,3,692.89,578.36,2078.67,1735.08,C22757,Lakshmi_2757,Vellore,12.9165,79.1325,SP148,Salesperson_48,Paid,third-party
S02759,06-04-2023 15:47,P1258,Sportswear_258,Sportswear,Blue,M,3,1321.31,808.85,3963.93,2426.55,C22758,Ganesh_2758,Madurai,9.9252,78.1198,SP115,Salesperson_15,Cancelled,in-store
S02760,02-03-2024 20:43,P1259,Kurta_259,Kurta,Grey,L,1,700.92,566.35,700.92,566.35,C22759,Ravi_2759,Tiruchirappalli,10.7905,78.7047,SP134,Salesperson_34,Pending,in-store
S02761,04-04-2024 21:42,P1260,Men's_260,Men's Shirts,Grey,M,1,2366.19,1885.07,2366.19,1885.07,C22760,Priya_2760,Coimbatore,11.0168,76.9558,SP139,Salesperson_39,Paid,mobile_app
S02762,31-05-2023 13:27,P1261,Sportswear_261,Sportswear,Grey,XL,2,1653.35,1251.05,3306.7,2502.1,C22761,Anu_2761,Vellore,12.9165,79.1325,SP124,Salesperson_24,Cancelled,in-store
S02763,27-07-2023 11:33,P1262,Kid's_262,Kid's Wear,Pink,XL,2,1183.24,839.53,2366.48,1679.06,C22762,Ravi_2762,Madurai,9.9252,78.1198,SP108,Salesperson_8,Returned,online
S02764,05-06-2024 16:41,P1263,Jeans_263,Jeans,Grey,XXL,4,468.88,351.52,1875.52,1406.08,C22763,Aarav_2763,Tirunelveli,8.7139,77.7567,SP143,Salesperson_43,Cancelled,online
S02765,31-05-2024 17:13,P1264,Men's_264,Men's Shirts,Pink,XXL,1,1887.93,1293.98,1887.93,1293.98,C22764,Kavin_2764,Tiruchirappalli,10.7905,78.7047,SP123,Salesperson_23,Paid,in-store
S02766,26-07-2023 13:44,P1265,T-Shirts_265,T-Shirts,Red,XXL,1,314.78,241.36,314.78,241.36,C22765,Ganesh_2765,Tirunelveli,8.7139,77.7567,SP148,Salesperson_48,Shipped,in-store
S02767,14-01-2023 11:20,P1266,Kurta_266,Kurta,Yellow,XXL,4,1121.36,835.24,4485.44,3340.96,C22766,Ravi_2766,Chennai,13.0827,80.2707,SP101,Salesperson_1,Paid,online
S02768,20-08-2023 13:41,P1267,Kid's_267,Kid's Wear,White,XL,1,1224.42,768.38,1224.42,768.38,C22767,Kavin_2767,Tirunelveli,8.7139,77.7567,SP123,Salesperson_23,Returned,online
S02769,07-02-2024 11:04,P1268,T-Shirts_268,T-Shirts,Green,XL,2,2188.3,1500.37,4376.6,3000.74,C22768,Priya_2768,Vellore,12.9165,79.1325,SP137,Salesperson_37,Shipped,online
S02770,04-02-2024 21:35,P1269,Jeans_269,Jeans,Green,M,1,2195.28,1575.21,2195.28,1575.21,C22769,Bhuvana_2769,Salem,11.6643,78.146,SP111,Salesperson_11,Pending,in-store
S02771,26-08-2023 16:57,P1270,Kid's_270,Kid's Wear,Maroon,XXL,1,1281.76,1036.62,1281.76,1036.62,C22770,Sathish_2770,Salem,11.6643,78.146,SP125,Salesperson_25,Pending,online
S02772,13-01-2024 18:49,P1271,Jeans_271,Jeans,Maroon,XL,4,983.76,728.32,3935.04,2913.28,C22771,Ganesh_2771,Coimbatore,11.0168,76.9558,SP121,Salesperson_21,Shipped,online
S02773,22-07-2023 15:21,P1272,Kid's_272,Kid's Wear,White,XS,1,1333.5,1029.28,1333.5,1029.28,C22772,Lakshmi_2772,Tirunelveli,8.7139,77.7567,SP111,Salesperson_11,Cancelled,in-store
S02774,19-04-2023 20:13,P1273,Sarees_273,Sarees,Grey,S,1,724.68,634.74,724.68,634.74,C22773,Ganesh_2773,Tirunelveli,8.7139,77.7567,SP124,Salesperson_24,Pending,online
S02775,01-04-2024 19:22,P1274,Kid's_274,Kid's Wear,Pink,XL,2,875.74,743.01,1751.48,1486.02,C22774,Meena_2774,Tiruchirappalli,10.7905,78.7047,SP121,Salesperson_21,Cancelled,in-store
S02776,20-02-2024 20:37,P1275,Sarees_275,Sarees,Blue,S,1,2292.84,1919.72,2292.84,1919.72,C22775,Bhuvana_2775,Coimbatore,11.0168,76.9558,SP135,Salesperson_35,Shipped,in-store
S02777,02-01-2024 10:39,P1276,Sarees_276,Sarees,Yellow,XS,1,1369.73,855.72,1369.73,855.72,C22776,Lakshmi_2776,Vellore,12.9165,79.1325,SP133,Salesperson_33,Returned,online
S02778,23-04-2024 16:57,P1277,Kurta_277,Kurta,Maroon,M,1,1324.24,830.01,1324.24,830.01,C22777,Aarav_2777,Tirunelveli,8.7139,77.7567,SP148,Salesperson_48,Shipped,mobile_app
S02779,09-09-2023 11:11,P1278,T-Shirts_278,T-Shirts,White,S,1,617.02,431.38,617.02,431.38,C22778,Aarav_2778,Tiruchirappalli,10.7905,78.7047,SP119,Salesperson_19,Cancelled,in-store
S02780,16-12-2023 21:32,P1279,Women's_279,Women's Dresses,Maroon,XL,2,638.55,489.01,1277.1,978.02,C22779,Diya_2779,Coimbatore,11.0168,76.9558,SP130,Salesperson_30,Cancelled,in-store
S02781,22-09-2023 14:48,P1280,Sportswear_280,Sportswear,Green,XS,4,898.14,706.19,3592.56,2824.76,C22780,Meena_2780,Tirunelveli,8.7139,77.7567,SP137,Salesperson_37,Pending,in-store
S02782,04-10-2023 20:14,P1281,T-Shirts_281,T-Shirts,Red,XS,3,1038.05,915.12,3114.15,2745.36,C22781,Bhuvana_2781,Tirunelveli,8.7139,77.7567,SP113,Salesperson_13,Shipped,online
S02783,06-03-2024 20:45,P1282,T-Shirts_282,T-Shirts,Blue,M,1,1484.49,1241.09,1484.49,1241.09,C22782,Vishal_2782,Vellore,12.9165,79.1325,SP106,Salesperson_6,Returned,in-store
S02784,17-07-2024 11:21,P1283,Sarees_283,Sarees,Black,XS,4,1866.26,1380.2,7465.04,5520.8,C22783,Meena_2783,Madurai,9.9252,78.1198,SP123,Salesperson_23,Cancelled,online
S02785,26-02-2023 10:22,P1284,Jeans_284,Jeans,Pink,L,2,867.12,778.17,1734.24,1556.34,C22784,Devi_2784,Coimbatore,11.0168,76.9558,SP115,Salesperson_15,Shipped,in-store
S02786,14-06-2024 18:03,P1285,Sportswear_285,Sportswear,Yellow,XS,3,1430.42,914.23,4291.26,2742.69,C22785,Aarav_2785,Salem,11.6643,78.146,SP109,Salesperson_9,Paid,in-store
S02787,02-06-2024 18:31,P1286,T-Shirts_286,T-Shirts,Blue,XS,3,2164.65,1902.87,6493.95,5708.61,C22786,Sanjay_2786,Tirunelveli,8.7139,77.7567,SP111,Salesperson_11,Shipped,in-store
S02788,27-05-2024 15:12,P1287,Kurta_287,Kurta,Maroon,XS,3,548.87,419.33,1646.61,1257.99,C22787,Devi_2787,Vellore,12.9165,79.1325,SP135,Salesperson_35,Paid,online
S02789,20-08-2024 21:17,P1288,Kid's_288,Kid's Wear,Grey,XS,2,1573.33,1174.78,3146.66,2349.56,C22788,Vishal_2788,Tirunelveli,8.7139,77.7567,SP108,Salesperson_8,Pending,in-store
S02790,08-03-2024 14:56,P1289,Sarees_289,Sarees,Pink,S,3,760.55,461.43,2281.65,1384.29,C22789,Ganesh_2789,Madurai,9.9252,78.1198,SP121,Salesperson_21,Cancelled,in-store
S02791,09-06-2024 15:18,P1290,Kurta_290,Kurta,Pink,XS,1,2359.23,1717.99,2359.23,1717.99,C22790,Karthik_2790,Erode,11.34,77.7172,SP148,Salesperson_48,Shipped,online
S02792,18-05-2024 15:17,P1291,Sportswear_291,Sportswear,White,M,2,2316,2020.29,4632,4040.58,C22791,Bhuvana_2791,Madurai,9.9252,78.1198,SP108,Salesperson_8,Shipped,in-store
S02793,09-12-2023 12:47,P1292,Sarees_292,Sarees,Maroon,M,3,2336.32,1816.26,7008.96,5448.78,C22792,Devi_2792,Salem,11.6643,78.146,SP134,Salesperson_34,Returned,in-store
S02794,20-03-2023 12:57,P1293,Kurta_293,Kurta,Yellow,M,3,1242.3,1071.08,3726.9,3213.24,C22793,Sanjay_2793,Salem,11.6643,78.146,SP111,Salesperson_11,Cancelled,online
S02795,06-01-2024 20:11,P1294,Kid's_294,Kid's Wear,White,XL,1,2407.29,1516.6,2407.29,1516.6,C22794,Ganesh_2794,Coimbatore,11.0168,76.9558,SP105,Salesperson_5,Shipped,online
S02796,10-11-2023 10:29,P1295,Sarees_295,Sarees,Red,S,1,2367.2,1703.15,2367.2,1703.15,C22795,Ganesh_2795,Chennai,13.0827,80.2707,SP102,Salesperson_2,Paid,in-store
S02797,15-05-2023 16:06,P1296,Kid's_296,Kid's Wear,White,M,2,1358.78,1001.05,2717.56,2002.1,C22796,Lakshmi_2796,Tiruchirappalli,10.7905,78.7047,SP137,Salesperson_37,Pending,in-store
S02798,19-02-2023 10:36,P1297,Women's_297,Women's Dresses,Black,S,1,1603.57,1302.91,1603.57,1302.91,C22797,Lakshmi_2797,Coimbatore,11.0168,76.9558,SP120,Salesperson_20,Returned,in-store
S02799,05-03-2024 11:17,P1298,Women's_298,Women's Dresses,Black,XS,2,881.65,679.66,1763.3,1359.32,C22798,Karthik_2798,Tirunelveli,8.7139,77.7567,SP130,Salesperson_30,Paid,mobile_app
S02800,02-03-2024 15:48,P1299,Jeans_299,Jeans,Pink,XL,1,1566.57,1316.46,1566.57,1316.46,C22799,Devi_2799,Madurai,9.9252,78.1198,SP143,Salesperson_43,Paid,online
S02801,21-06-2023 12:47,P1300,T-Shirts_300,T-Shirts,White,M,4,1669.57,1240.63,6678.28,4962.52,C22800,Bhuvana_2800,Erode,11.34,77.7172,SP124,Salesperson_24,Cancelled,mobile_app
S02802,03-10-2024 18:39,P1301,Sportswear_301,Sportswear,Green,L,3,1011.37,871.29,3034.11,2613.87,C22801,Bhuvana_2801,Tiruchirappalli,10.7905,78.7047,SP127,Salesperson_27,Shipped,online
S02803,20-07-2023 16:42,P1302,Sportswear_302,Sportswear,White,XXL,1,1185.19,900.06,1185.19,900.06,C22802,Priya_2802,Madurai,9.9252,78.1198,SP147,Salesperson_47,Paid,third-party
S02804,27-06-2023 21:29,P1303,Kid's_303,Kid's Wear,Yellow,XL,1,1265.43,882.23,1265.43,882.23,C22803,Devi_2803,Madurai,9.9252,78.1198,SP123,Salesperson_23,Returned,third-party
S02805,31-01-2024 20:53,P1304,Jeans_304,Jeans,Blue,XL,2,1185.21,876.36,2370.42,1752.72,C22804,Meena_2804,Madurai,9.9252,78.1198,SP145,Salesperson_45,Cancelled,in-store
S02806,27-09-2024 18:24,P1305,Women's_305,Women's Dresses,Green,S,2,782.98,618.58,1565.96,1237.16,C22805,Bhuvana_2805,Coimbatore,11.0168,76.9558,SP108,Salesperson_8,Pending,in-store
S02807,18-04-2023 14:53,P1306,Kid's_306,Kid's Wear,Red,XXL,2,1187.18,1031.9,2374.36,2063.8,C22806,Vishal_2806,Coimbatore,11.0168,76.9558,SP103,Salesperson_3,Shipped,in-store
S02808,07-07-2023 12:56,P1307,Men's_307,Men's Shirts,Blue,XL,4,1585.78,1256,6343.12,5024,C22807,Meena_2807,Erode,11.34,77.7172,SP116,Salesperson_16,Shipped,in-store
S02809,26-06-2023 14:02,P1308,Kid's_308,Kid's Wear,Black,XXL,1,1980.64,1331.01,1980.64,1331.01,C22808,Anu_2808,Vellore,12.9165,79.1325,SP122,Salesperson_22,Paid,online
S02810,18-04-2024 13:23,P1309,Kid's_309,Kid's Wear,Grey,L,2,2056.53,1456.46,4113.06,2912.92,C22809,Anu_2809,Coimbatore,11.0168,76.9558,SP142,Salesperson_42,Shipped,in-store
